entity_type,id_a,name_a,id_b,name_b,key_a,key_b,resemblance,measure,merged,documents_a,documents_b
organization,og0007,Superintending Engineer (Civil Circle-1),og0080,Superintending Engineer (Civil Circle-2),SUPERINTENDING ENGINEER CIVIL CIRCLE 1,SUPERINTENDING ENGINEER CIVIL CIRCLE 2,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1001120.pdf;Contract_Awards_PDFs/Tender_1001613.pdf;Contract_Awards_PDFs/Tender_1123494.pdf;Contract_Awards_PDFs/Tender_510186.pdf;Contract_Awards_PDFs/Tender_514341.pdf,Contract_Awards_PDFs/Tender_926623.pdf;Tender Notice_PDFs/RAJUK_Tender_926623.pdf
organization,og0009,Chittagong Development Authority,og0031,"Project Director(M.Uddin), Chittagong Development Authority",CHITTAGONG DEVELOPMENT AUTHORITY,PROJECT DIRECTOR M UDDIN CHITTAGONG DEVELOPMENT AUTHORITY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1001782.pdf;Contract_Awards_PDFs/Tender_1001843.pdf;Contract_Awards_PDFs/Tender_100483.pdf;Contract_Awards_PDFs/Tender_101083.pdf;Contract_Awards_PDFs/Tender_1023333.pdf,Contract_Awards_PDFs/Tender_1128572.pdf;Contract_Awards_PDFs/Tender_598954.pdf;Contract_Awards_PDFs/Tender_614376.pdf;Contract_Awards_PDFs/Tender_616340.pdf;Contract_Awards_PDFs/Tender_631780.pdf
organization,og0009,Chittagong Development Authority,og0068,"Project Director(KK Newaz), Chittagong Development Authority",CHITTAGONG DEVELOPMENT AUTHORITY,PROJECT DIRECTOR KK NEWAZ CHITTAGONG DEVELOPMENT AUTHORITY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1001782.pdf;Contract_Awards_PDFs/Tender_1001843.pdf;Contract_Awards_PDFs/Tender_100483.pdf;Contract_Awards_PDFs/Tender_101083.pdf;Contract_Awards_PDFs/Tender_1023333.pdf,Contract_Awards_PDFs/Tender_596661.pdf;Contract_Awards_PDFs/Tender_735107.pdf;Contract_Awards_PDFs/Tender_736874.pdf;Tender Notice_PDFs/CDA_Tender_596661.pdf;Tender Notice_PDFs/CDA_Tender_735107.pdf
organization,og0014,Superintending Engineer (Civil Circle-4),og0080,Superintending Engineer (Civil Circle-2),SUPERINTENDING ENGINEER CIVIL CIRCLE 4,SUPERINTENDING ENGINEER CIVIL CIRCLE 2,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_1007300.pdf;Contract_Awards_PDFs/Tender_1013268.pdf;Contract_Awards_PDFs/Tender_1013270.pdf;Contract_Awards_PDFs/Tender_1081213.pdf;Contract_Awards_PDFs/Tender_1082494.pdf,Contract_Awards_PDFs/Tender_926623.pdf;Tender Notice_PDFs/RAJUK_Tender_926623.pdf
organization,og0021,"Construction Division-1, Chattogram Development Authority",og0097,Construction Division-1,CONSTRUCTION DIVISION 1 CHATTOGRAM DEVELOPMENT AUTHORITY,CONSTRUCTION DIVISION 1,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1023333.pdf;Contract_Awards_PDFs/Tender_824096.pdf;Contract_Awards_PDFs/Tender_851863.pdf;Contract_Awards_PDFs/Tender_851864.pdf;Contract_Awards_PDFs/Tender_851865.pdf,Tender Notice_PDFs/CDA_Tender_507215.pdf;Tender Notice_PDFs/CDA_Tender_527700.pdf;Tender Notice_PDFs/CDA_Tender_528774.pdf;Tender Notice_PDFs/CDA_Tender_547817.pdf
organization,og0028,Local Government Engineering Department (LGED),og0095,Local Government Engineering,LOCAL GOVERNMENT ENGINEERING DEPARTMENT LGED,LOCAL GOVERNMENT ENGINEERING,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_111480.pdf;Contract_Awards_PDFs/Tender_159826.pdf;Contract_Awards_PDFs/Tender_168749.pdf;Contract_Awards_PDFs/Tender_42800.pdf,Tender Notice_PDFs/CDA_Tender_42800.pdf;Tender Notice_PDFs/RAJUK_Tender_111480.pdf;Tender Notice_PDFs/RAJUK_Tender_159826.pdf;Tender Notice_PDFs/RAJUK_Tender_168749.pdf
organization,og0029,"Office of the Executive Engineer, LGED, Satkhira",og0104,"Office of the Executive Engineer, LGED, Department (LGED) Satkhira",OFFICE OF THE EXECUTIVE ENGINEER LGED SATKHIRA,OFFICE OF THE EXECUTIVE ENGINEER LGED DEPARTMENT LGED SATKHIRA,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_111480.pdf,Tender Notice_PDFs/RAJUK_Tender_111480.pdf
organization,og0030,Office of the Chairman,og0069,Office of the Chaiman,OFFICE OF THE CHAIRMAN,OFFICE OF THE CHAIMAN,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_112012.pdf;Contract_Awards_PDFs/Tender_1140112.pdf;Contract_Awards_PDFs/Tender_1140113.pdf;Contract_Awards_PDFs/Tender_1142188.pdf;Contract_Awards_PDFs/Tender_1234511.pdf,Contract_Awards_PDFs/Tender_64165.pdf;Tender Notice_PDFs/RDA_Tender_64165.pdf
organization,og0031,"Project Director(M.Uddin), Chittagong Development Authority",og0057,Project Director(M.Uddin),PROJECT DIRECTOR M UDDIN CHITTAGONG DEVELOPMENT AUTHORITY,PROJECT DIRECTOR M UDDIN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1128572.pdf;Contract_Awards_PDFs/Tender_598954.pdf;Contract_Awards_PDFs/Tender_614376.pdf;Contract_Awards_PDFs/Tender_616340.pdf;Contract_Awards_PDFs/Tender_631780.pdf,Contract_Awards_PDFs/Tender_234888.pdf;Contract_Awards_PDFs/Tender_235131.pdf;Contract_Awards_PDFs/Tender_235166.pdf;Contract_Awards_PDFs/Tender_309557.pdf;Contract_Awards_PDFs/Tender_360423.pdf
organization,og0032,Office of the Chief Engineer (Implementation),og0045,Office of Chief Engineer,OFFICE OF THE CHIEF ENGINEER IMPLEMENTATION,OFFICE OF CHIEF ENGINEER,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_113428.pdf;Contract_Awards_PDFs/Tender_119326.pdf;Contract_Awards_PDFs/Tender_119545.pdf;Contract_Awards_PDFs/Tender_125874.pdf;Contract_Awards_PDFs/Tender_125877.pdf,Contract_Awards_PDFs/Tender_149365.pdf;Contract_Awards_PDFs/Tender_277364.pdf;Contract_Awards_PDFs/Tender_277365.pdf;Contract_Awards_PDFs/Tender_277368.pdf;Contract_Awards_PDFs/Tender_277369.pdf
organization,og0036,office of the Chief Engineer ( Project & Design),og0045,Office of Chief Engineer,OFFICE OF THE CHIEF ENGINEER PROJECT DESIGN,OFFICE OF CHIEF ENGINEER,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_119636.pdf;Contract_Awards_PDFs/Tender_125042.pdf;Contract_Awards_PDFs/Tender_125294.pdf;Contract_Awards_PDFs/Tender_134910.pdf;Contract_Awards_PDFs/Tender_144571.pdf,Contract_Awards_PDFs/Tender_149365.pdf;Contract_Awards_PDFs/Tender_277364.pdf;Contract_Awards_PDFs/Tender_277365.pdf;Contract_Awards_PDFs/Tender_277368.pdf;Contract_Awards_PDFs/Tender_277369.pdf
organization,og0036,office of the Chief Engineer ( Project & Design),og0052,office of Chief Engineer ( Project & Design),OFFICE OF THE CHIEF ENGINEER PROJECT DESIGN,OFFICE OF CHIEF ENGINEER PROJECT DESIGN,identical once legal-form words are set aside,,no,Contract_Awards_PDFs/Tender_119636.pdf;Contract_Awards_PDFs/Tender_125042.pdf;Contract_Awards_PDFs/Tender_125294.pdf;Contract_Awards_PDFs/Tender_134910.pdf;Contract_Awards_PDFs/Tender_144571.pdf,Contract_Awards_PDFs/Tender_18994.pdf;Tender Notice_PDFs/RAJUK_Tender_18994.pdf
organization,og0036,office of the Chief Engineer ( Project & Design),og0108,Rajdhani Unnayan Procuring Entity Name office of the Chief Kartripakkha (RAJUK) : Engineer ( Project & Design),OFFICE OF THE CHIEF ENGINEER PROJECT DESIGN,RAJDHANI UNNAYAN PROCURING ENTITY NAME OFFICE OF THE CHIEF KARTRIPAKKHA RAJUK ENGINEER PROJECT DESIGN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_119636.pdf;Contract_Awards_PDFs/Tender_125042.pdf;Contract_Awards_PDFs/Tender_125294.pdf;Contract_Awards_PDFs/Tender_134910.pdf;Contract_Awards_PDFs/Tender_144571.pdf,Tender Notice_PDFs/RAJUK_Tender_248630.pdf
organization,og0040,Gazipur Development Authority,og0041,"Office of the Chief Engineer, Gazipur Development Authority",GAZIPUR DEVELOPMENT AUTHORITY,OFFICE OF THE CHIEF ENGINEER GAZIPUR DEVELOPMENT AUTHORITY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1251756.pdf;Contract_Awards_PDFs/Tender_1251766.pdf;Contract_Awards_PDFs/Tender_1253316.pdf;Contract_Awards_PDFs/Tender_1253428.pdf;Contract_Awards_PDFs/Tender_1257073.pdf,Contract_Awards_PDFs/Tender_1251756.pdf;Contract_Awards_PDFs/Tender_1251766.pdf;Contract_Awards_PDFs/Tender_1261854.pdf;Tender Notice_PDFs/GDA_Tender_1251658.pdf;Tender Notice_PDFs/GDA_Tender_1251756.pdf
organization,og0040,Gazipur Development Authority,og0042,"Planning Section, Gazipur Development Authority",GAZIPUR DEVELOPMENT AUTHORITY,PLANNING SECTION GAZIPUR DEVELOPMENT AUTHORITY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1251756.pdf;Contract_Awards_PDFs/Tender_1251766.pdf;Contract_Awards_PDFs/Tender_1253316.pdf;Contract_Awards_PDFs/Tender_1253428.pdf;Contract_Awards_PDFs/Tender_1257073.pdf,Contract_Awards_PDFs/Tender_1253316.pdf;Contract_Awards_PDFs/Tender_1261983.pdf;Tender Notice_PDFs/GDA_Tender_1253316.pdf;Tender Notice_PDFs/GDA_Tender_1253318.pdf;Tender Notice_PDFs/GDA_Tender_1253320.pdf
organization,og0040,Gazipur Development Authority,og0043,"Office of the Member,Administration and Finance Department, Gazipur Development Authority",GAZIPUR DEVELOPMENT AUTHORITY,OFFICE OF THE MEMBER ADMINISTRATION AND FINANCE DEPARTMENT GAZIPUR DEVELOPMENT AUTHORITY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1251756.pdf;Contract_Awards_PDFs/Tender_1251766.pdf;Contract_Awards_PDFs/Tender_1253316.pdf;Contract_Awards_PDFs/Tender_1253428.pdf;Contract_Awards_PDFs/Tender_1257073.pdf,Contract_Awards_PDFs/Tender_1253428.pdf;Contract_Awards_PDFs/Tender_1262256.pdf;Tender Notice_PDFs/GDA_Tender_1253425.pdf;Tender Notice_PDFs/GDA_Tender_1253427.pdf;Tender Notice_PDFs/GDA_Tender_1253428.pdf
organization,og0040,Gazipur Development Authority,og0044,"Admin and Finance Section, Gazipur Development Authority",GAZIPUR DEVELOPMENT AUTHORITY,ADMIN AND FINANCE SECTION GAZIPUR DEVELOPMENT AUTHORITY,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1251756.pdf;Contract_Awards_PDFs/Tender_1251766.pdf;Contract_Awards_PDFs/Tender_1253316.pdf;Contract_Awards_PDFs/Tender_1253428.pdf;Contract_Awards_PDFs/Tender_1257073.pdf,Contract_Awards_PDFs/Tender_1257073.pdf;Tender Notice_PDFs/GDA_Tender_1257073.pdf;Tender Notice_PDFs/GDA_Tender_1288890.pdf;Tender Notice_PDFs/GDA_Tender_1290616.pdf;Tender Notice_PDFs/GDA_Tender_1306351.pdf
organization,og0041,"Office of the Chief Engineer, Gazipur Development Authority",og0045,Office of Chief Engineer,OFFICE OF THE CHIEF ENGINEER GAZIPUR DEVELOPMENT AUTHORITY,OFFICE OF CHIEF ENGINEER,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1251756.pdf;Contract_Awards_PDFs/Tender_1251766.pdf;Contract_Awards_PDFs/Tender_1261854.pdf;Tender Notice_PDFs/GDA_Tender_1251658.pdf;Tender Notice_PDFs/GDA_Tender_1251756.pdf,Contract_Awards_PDFs/Tender_149365.pdf;Contract_Awards_PDFs/Tender_277364.pdf;Contract_Awards_PDFs/Tender_277365.pdf;Contract_Awards_PDFs/Tender_277368.pdf;Contract_Awards_PDFs/Tender_277369.pdf
organization,og0045,Office of Chief Engineer,og0052,office of Chief Engineer ( Project & Design),OFFICE OF CHIEF ENGINEER,OFFICE OF CHIEF ENGINEER PROJECT DESIGN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_149365.pdf;Contract_Awards_PDFs/Tender_277364.pdf;Contract_Awards_PDFs/Tender_277365.pdf;Contract_Awards_PDFs/Tender_277368.pdf;Contract_Awards_PDFs/Tender_277369.pdf,Contract_Awards_PDFs/Tender_18994.pdf;Tender Notice_PDFs/RAJUK_Tender_18994.pdf
organization,og0045,Office of Chief Engineer,og0108,Rajdhani Unnayan Procuring Entity Name office of the Chief Kartripakkha (RAJUK) : Engineer ( Project & Design),OFFICE OF CHIEF ENGINEER,RAJDHANI UNNAYAN PROCURING ENTITY NAME OFFICE OF THE CHIEF KARTRIPAKKHA RAJUK ENGINEER PROJECT DESIGN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_149365.pdf;Contract_Awards_PDFs/Tender_277364.pdf;Contract_Awards_PDFs/Tender_277365.pdf;Contract_Awards_PDFs/Tender_277368.pdf;Contract_Awards_PDFs/Tender_277369.pdf,Tender Notice_PDFs/RAJUK_Tender_248630.pdf
organization,og0047,Power Grid Company of Bangladesh Ltd. (PGCB),og0089,Power Grid Company of Bangladesh Ltd.,POWER GRID COMPANY OF BANGLADESH LTD PGCB,POWER GRID COMPANY OF BANGLADESH LTD,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_15000.pdf,Tender Notice_PDFs/CDA_Tender_15000.pdf
organization,og0048,"Grid Maintenance Division, Comilla",og0090,"Grid Maintenance Division, Comilla (PGCB)",GRID MAINTENANCE DIVISION COMILLA,GRID MAINTENANCE DIVISION COMILLA PGCB,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_15000.pdf,Tender Notice_PDFs/CDA_Tender_15000.pdf
organization,og0049,"Office of the Executive Engineer, LGED, Pabna",og0105,"Office of the Executive Engineer, LGED, Department (LGED) Pabna",OFFICE OF THE EXECUTIVE ENGINEER LGED PABNA,OFFICE OF THE EXECUTIVE ENGINEER LGED DEPARTMENT LGED PABNA,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_159826.pdf,Tender Notice_PDFs/RAJUK_Tender_159826.pdf
organization,og0051,"Office of the Executive Engineer, LGED, Barisal",og0106,"Office of the Executive Engineer, LGED, Department (LGED) Barisal",OFFICE OF THE EXECUTIVE ENGINEER LGED BARISAL,OFFICE OF THE EXECUTIVE ENGINEER LGED DEPARTMENT LGED BARISAL,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_168749.pdf,Tender Notice_PDFs/RAJUK_Tender_168749.pdf
organization,og0052,office of Chief Engineer ( Project & Design),og0108,Rajdhani Unnayan Procuring Entity Name office of the Chief Kartripakkha (RAJUK) : Engineer ( Project & Design),OFFICE OF CHIEF ENGINEER PROJECT DESIGN,RAJDHANI UNNAYAN PROCURING ENTITY NAME OFFICE OF THE CHIEF KARTRIPAKKHA RAJUK ENGINEER PROJECT DESIGN,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_18994.pdf;Tender Notice_PDFs/RAJUK_Tender_18994.pdf,Tender Notice_PDFs/RAJUK_Tender_248630.pdf
organization,og0054,Bangladesh Water Development Board (BWDB),og0100,Bangladesh Water Development Board,BANGLADESH WATER DEVELOPMENT BOARD BWDB,BANGLADESH WATER DEVELOPMENT BOARD,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_20558.pdf,Tender Notice_PDFs/COXDA_Tender_20558.pdf
organization,og0055,Dinajpur O&M Division,og0101,Dinajpur O&M Division (BWDB),DINAJPUR O M DIVISION,DINAJPUR O M DIVISION BWDB,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_20558.pdf,Tender Notice_PDFs/COXDA_Tender_20558.pdf
organization,og0062,"Office of the Executive Engineer, LGED, Chittagong",og0096,"Office of the Executive Engineer, LGED, Department (LGED) Chittagong",OFFICE OF THE EXECUTIVE ENGINEER LGED CHITTAGONG,OFFICE OF THE EXECUTIVE ENGINEER LGED DEPARTMENT LGED CHITTAGONG,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_42800.pdf,Tender Notice_PDFs/CDA_Tender_42800.pdf
organization,og0065,Construction Division-3,og0084,Construction Division-2,CONSTRUCTION DIVISION 3,CONSTRUCTION DIVISION 2,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_501707.pdf;Contract_Awards_PDFs/Tender_504349.pdf;Contract_Awards_PDFs/Tender_504351.pdf;Contract_Awards_PDFs/Tender_515366.pdf;Contract_Awards_PDFs/Tender_519402.pdf,Contract_Awards_PDFs/Tender_959962.pdf;Tender Notice_PDFs/CDA_Tender_1036609.pdf;Tender Notice_PDFs/CDA_Tender_1153793.pdf;Tender Notice_PDFs/CDA_Tender_1153808.pdf;Tender Notice_PDFs/CDA_Tender_1153840.pdf
organization,og0065,Construction Division-3,og0097,Construction Division-1,CONSTRUCTION DIVISION 3,CONSTRUCTION DIVISION 1,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_501707.pdf;Contract_Awards_PDFs/Tender_504349.pdf;Contract_Awards_PDFs/Tender_504351.pdf;Contract_Awards_PDFs/Tender_515366.pdf;Contract_Awards_PDFs/Tender_519402.pdf,Tender Notice_PDFs/CDA_Tender_507215.pdf;Tender Notice_PDFs/CDA_Tender_527700.pdf;Tender Notice_PDFs/CDA_Tender_528774.pdf;Tender Notice_PDFs/CDA_Tender_547817.pdf
organization,og0065,Construction Division-3,og0099,"Executive Engineer, Construction Division- 3",CONSTRUCTION DIVISION 3,EXECUTIVE ENGINEER CONSTRUCTION DIVISION 3,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_501707.pdf;Contract_Awards_PDFs/Tender_504349.pdf;Contract_Awards_PDFs/Tender_504351.pdf;Contract_Awards_PDFs/Tender_515366.pdf;Contract_Awards_PDFs/Tender_519402.pdf,Tender Notice_PDFs/CDA_Tender_786407.pdf;Tender Notice_PDFs/CDA_Tender_894645.pdf
organization,og0076,Department of Public Health Engineering (DPHE),og0109,Department of Public Health Engineering,DEPARTMENT OF PUBLIC HEALTH ENGINEERING DPHE,DEPARTMENT OF PUBLIC HEALTH ENGINEERING,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_89768.pdf,Tender Notice_PDFs/RAJUK_Tender_89768.pdf
organization,og0077,"Office of the Executive Engineer DPHE, Lakshmipur",og0110,"Office of the Executive Engineer DPHE, (DPHE) Lakshmipur",OFFICE OF THE EXECUTIVE ENGINEER DPHE LAKSHMIPUR,OFFICE OF THE EXECUTIVE ENGINEER DPHE DPHE LAKSHMIPUR,the same words in a different order,,no,Contract_Awards_PDFs/Tender_89768.pdf,Tender Notice_PDFs/RAJUK_Tender_89768.pdf
organization,og0079,Superintending Engineer-2,og0080,Superintending Engineer (Civil Circle-2),SUPERINTENDING ENGINEER 2,SUPERINTENDING ENGINEER CIVIL CIRCLE 2,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_918775.pdf;Contract_Awards_PDFs/Tender_965239.pdf;Tender Notice_PDFs/CDA_Tender_918775.pdf;Tender Notice_PDFs/CDA_Tender_965239.pdf,Contract_Awards_PDFs/Tender_926623.pdf;Tender Notice_PDFs/RAJUK_Tender_926623.pdf
organization,og0082,"Zilla Parishad, Sirajganj",og0083,"Zila Parishad, Sirajganj",ZILLA PARISHAD SIRAJGANJ,ZILA PARISHAD SIRAJGANJ,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_95841.pdf,Contract_Awards_PDFs/Tender_95841.pdf
organization,og0084,Construction Division-2,og0097,Construction Division-1,CONSTRUCTION DIVISION 2,CONSTRUCTION DIVISION 1,differs by at most two characters,edit distance <= 2,no,Contract_Awards_PDFs/Tender_959962.pdf;Tender Notice_PDFs/CDA_Tender_1036609.pdf;Tender Notice_PDFs/CDA_Tender_1153793.pdf;Tender Notice_PDFs/CDA_Tender_1153808.pdf;Tender Notice_PDFs/CDA_Tender_1153840.pdf,Tender Notice_PDFs/CDA_Tender_507215.pdf;Tender Notice_PDFs/CDA_Tender_527700.pdf;Tender Notice_PDFs/CDA_Tender_528774.pdf;Tender Notice_PDFs/CDA_Tender_547817.pdf
project,pr0001,Building Repair and Maintenance,pr0018,Building Repair & Maintenance,BUILDING REPAIR AND MAINTENANCE,BUILDING REPAIR MAINTENANCE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1000267.pdf;Contract_Awards_PDFs/Tender_189828.pdf;Contract_Awards_PDFs/Tender_251218.pdf;Contract_Awards_PDFs/Tender_507537.pdf;Contract_Awards_PDFs/Tender_514341.pdf,Contract_Awards_PDFs/Tender_1074661.pdf;Contract_Awards_PDFs/Tender_1097756.pdf;Contract_Awards_PDFs/Tender_1205162.pdf;Contract_Awards_PDFs/Tender_755274.pdf;Contract_Awards_PDFs/Tender_936176.pdf
project,pr0001,Building Repair and Maintenance,pr0097,Building Repair and Maintenance maintenance,BUILDING REPAIR AND MAINTENANCE,BUILDING REPAIR AND MAINTENANCE MAINTENANCE,the same words in a different order,,no,Contract_Awards_PDFs/Tender_1000267.pdf;Contract_Awards_PDFs/Tender_189828.pdf;Contract_Awards_PDFs/Tender_251218.pdf;Contract_Awards_PDFs/Tender_507537.pdf;Contract_Awards_PDFs/Tender_514341.pdf,Tender Notice_PDFs/RAJUK_Tender_1000267.pdf;Tender Notice_PDFs/RAJUK_Tender_1044805.pdf;Tender Notice_PDFs/RAJUK_Tender_189828.pdf;Tender Notice_PDFs/RAJUK_Tender_209949.pdf;Tender Notice_PDFs/RAJUK_Tender_214250.pdf
project,pr0006,Lift and Electrical Equipement Repare,pr0098,Lift and Electrical Equipement Repare maintenance1819,LIFT AND ELECTRICAL EQUIPEMENT REPARE,LIFT AND ELECTRICAL EQUIPEMENT REPARE MAINTENANCE1819,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1002814.pdf;Contract_Awards_PDFs/Tender_1002854.pdf;Contract_Awards_PDFs/Tender_1081271.pdf;Contract_Awards_PDFs/Tender_1083479.pdf;Contract_Awards_PDFs/Tender_536846.pdf,Tender Notice_PDFs/RAJUK_Tender_1002814.pdf;Tender Notice_PDFs/RAJUK_Tender_1002854.pdf;Tender Notice_PDFs/RAJUK_Tender_1081271.pdf;Tender Notice_PDFs/RAJUK_Tender_1081736.pdf;Tender Notice_PDFs/RAJUK_Tender_1083479.pdf
project,pr0009,Purbachal New town Project,pr0107,Installation of street lights at Purbachal new town Project,PURBACHAL NEW TOWN PROJECT,INSTALLATION OF STREET LIGHTS AT PURBACHAL NEW TOWN PROJECT,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1008542.pdf;Contract_Awards_PDFs/Tender_1008543.pdf;Contract_Awards_PDFs/Tender_1008544.pdf;Contract_Awards_PDFs/Tender_1008545.pdf;Contract_Awards_PDFs/Tender_1008546.pdf,Tender Notice_PDFs/RAJUK_Tender_905028.pdf;Tender Notice_PDFs/RAJUK_Tender_905029.pdf;Tender Notice_PDFs/RAJUK_Tender_905030.pdf;Tender Notice_PDFs/RAJUK_Tender_905031.pdf;Tender Notice_PDFs/RAJUK_Tender_905032.pdf
project,pr0011,Construction of different types of Buildings/Roads/Infrastructure under RAJUK Jurisdiction,pr0020,Construction and repair of different types of Buildings/Roads/Infrastructure under RAJUK Jurisdiction,CONSTRUCTION OF DIFFERENT TYPES OF BUILDINGS ROADS INFRASTRUCTURE UNDER RAJUK JURISDICTION,CONSTRUCTION AND REPAIR OF DIFFERENT TYPES OF BUILDINGS ROADS INFRASTRUCTURE UNDER RAJUK JURISDICTION,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1013268.pdf;Contract_Awards_PDFs/Tender_1013270.pdf;Contract_Awards_PDFs/Tender_1082525.pdf;Contract_Awards_PDFs/Tender_870258.pdf;Contract_Awards_PDFs/Tender_870259.pdf,Contract_Awards_PDFs/Tender_1081213.pdf;Contract_Awards_PDFs/Tender_1082494.pdf;Contract_Awards_PDFs/Tender_1082495.pdf;Contract_Awards_PDFs/Tender_1082496.pdf;Contract_Awards_PDFs/Tender_828053.pdf
project,pr0014,Construction of Zonal office,pr0103,Construction of Regional/Zonal Office/Facilites,CONSTRUCTION OF ZONAL OFFICE,CONSTRUCTION OF REGIONAL ZONAL OFFICE FACILITES,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1031714.pdf;Tender Notice_PDFs/RAJUK_Tender_1031711.pdf;Tender Notice_PDFs/RAJUK_Tender_1031714.pdf,Tender Notice_PDFs/RAJUK_Tender_1307402.pdf
project,pr0018,Building Repair & Maintenance,pr0097,Building Repair and Maintenance maintenance,BUILDING REPAIR MAINTENANCE,BUILDING REPAIR AND MAINTENANCE MAINTENANCE,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1074661.pdf;Contract_Awards_PDFs/Tender_1097756.pdf;Contract_Awards_PDFs/Tender_1205162.pdf;Contract_Awards_PDFs/Tender_755274.pdf;Contract_Awards_PDFs/Tender_936176.pdf,Tender Notice_PDFs/RAJUK_Tender_1000267.pdf;Tender Notice_PDFs/RAJUK_Tender_1044805.pdf;Tender Notice_PDFs/RAJUK_Tender_189828.pdf;Tender Notice_PDFs/RAJUK_Tender_209949.pdf;Tender Notice_PDFs/RAJUK_Tender_214250.pdf
project,pr0028,Service Maintenance and related works of Hatirjheel,pr0034,Maintenance and related works of Hatirjheel,SERVICE MAINTENANCE AND RELATED WORKS OF HATIRJHEEL,MAINTENANCE AND RELATED WORKS OF HATIRJHEEL,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_1140010.pdf;Contract_Awards_PDFs/Tender_1140011.pdf;Tender Notice_PDFs/RAJUK_Tender_1056194.pdf;Tender Notice_PDFs/RAJUK_Tender_1134392.pdf;Tender Notice_PDFs/RAJUK_Tender_1140010.pdf,Contract_Awards_PDFs/Tender_1186178.pdf;Contract_Awards_PDFs/Tender_1186179.pdf;Contract_Awards_PDFs/Tender_685885.pdf;Tender Notice_PDFs/RAJUK_Tender_1030829.pdf;Tender Notice_PDFs/RAJUK_Tender_1186178.pdf
project,pr0036,Lift and Electrical Equipment Repair,pr0037,Lift Repair,LIFT AND ELECTRICAL EQUIPMENT REPAIR,LIFT REPAIR,one name's words are all contained in the other,,no,Contract_Awards_PDFs/Tender_119636.pdf;Tender Notice_PDFs/RAJUK_Tender_119636.pdf;Tender Notice_PDFs/RAJUK_Tender_198861.pdf;Tender Notice_PDFs/RAJUK_Tender_199363.pdf;Tender Notice_PDFs/RAJUK_Tender_199364.pdf,Contract_Awards_PDFs/Tender_1205154.pdf;Tender Notice_PDFs/RAJUK_Tender_1205154.pdf;Tender Notice_PDFs/RAJUK_Tender_1206004.pdf;Tender Notice_PDFs/RAJUK_Tender_1232699.pdf
