tender_id,clause_no,source_file,page,source_field,printed_label,text,chars,categories,defers_to_another_document,money_taka,money_original,money_words,money_scale_words,money_reading,money_unresolved,years,contract_counts,percentages
1054573,2,Tender Notice_PDFs/CDA_Tender_1054573.pdf,1,eligibility,Eligibility of Tenderer,"(02) years. 5. The tenderer/bidder should have the Bank solvency certificate. 6. Tenderer must have a working center/office/branch office in Chattogram City. 7. In order to prove the Tenderer Financial capability necessary to perform the contract, the Tenderer shall furnish the average annual turnover at least 10 Lac over the last Three",338,financial_turnover;financial_credit;cert_other,no,1000000.00,10 Lac,,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against,,2,,
1054573,3,Tender Notice_PDFs/CDA_Tender_1054573.pdf,1,eligibility,Eligibility of Tenderer,(03) years. 8. The minimum amount of liquid assets or working capital or credit facilities of the Tenderer shall be Tk. 10 Lac. 9. All supply should be as per define catalog.,174,financial_liquid;financial_credit,no,1000000.00;1000000.00,Tk. 10 Lac | 10 Lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,3,,
108836,1,Tender Notice_PDFs/CDA_Tender_108836.pdf,1,eligibility,Eligibility of Tenderer,a) The tenderer should have,27,other,no,,,,,,,,,
108836,2,Tender Notice_PDFs/CDA_Tender_108836.pdf,1,eligibility,Eligibility of Tenderer,"(i) Vat registration (ii) TIN Certificate (iii) Trade Licence (iv) A,B,C Electrical Licence.",92,cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,,,,,,,,,
108836,3,Tender Notice_PDFs/CDA_Tender_108836.pdf,1,eligibility,Eligibility of Tenderer,"(v) Bank Solvency Certificate, Partnership deed/proprietorship deed/Article of memorandum deed, as per TDS. b) The Tenderer must have experience of successfully Completion of Similar nature (33KV or 11KV or 11/0.4KV Under Ground cable line) of work not less than value 02 (Two) Crore in a single work order with in last five years in any Govt/Autonomous/Semi govt organization.",377,experience_similar;financial_credit;cert_other,no,20000000.00,02 (Two) Crore,Two,crore,"the digits and the words agree, so the scale word is applied to them",,,,
110297,1,Tender Notice_PDFs/CDA_Tender_110297.pdf,1,eligibility,Eligibility of Tenderer,"The minimum number of years of general experience of the Tenderer in the construction works as Prime Contractor or Subcontractor or Management Contractor shall be 10 years. -The minimum specific experience as a Prime Contractor in construction works of at least 01 (One) Contract of similar nature of building having RCC frame Structure with 2 Basement of minimum 8 Storied height successfully completed within the last 05 years, with a value of at least Tk. 2500 Lacs in any government, semi government & autonomous body of Bangladesh -The required average annual construction turnover shall be greater than Tk. 27.00 Corers over the best 3 years in the last 05 years. As an evidence of average annual construction turnover, The Tenderer shall submit attested copies of work order(s), Certificate",797,experience_general;experience_similar;experience_count;financial_turnover;cert_other;subcontract,no,250000000.00;27.00;250000000.00,Tk. 2500 Lacs | Tk. 27.00 | 2500 Lacs, |  | ,lacs;taka,the scale word was applied to the digits; no amount in words is printed beside them to check it against | no scale word is printed; the figure is taken at face value in taka | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,3;5;10,1,
110297,2,Tender Notice_PDFs/CDA_Tender_110297.pdf,1,eligibility,Eligibility of Tenderer,"(s) regarding successful completion of the work(s), Payment certificate",71,cert_other,no,,,,,,,,,
110297,3,Tender Notice_PDFs/CDA_Tender_110297.pdf,1,eligibility,Eligibility of Tenderer,(s) of the Concerned years. -The minimum amount of liquid assets i.e working capital or credit line,99,financial_liquid;financial_credit,no,,,,,,,,,
110297,4,Tender Notice_PDFs/CDA_Tender_110297.pdf,1,eligibility,Eligibility of Tenderer,"(s) of the Tenderers shall be Tk. 570 lacs. - The PPR- 2008 and its amendment will be followed by both the department and the tenderers. - Submit attested photocopy of Enlistment Certificate as minimum Class-I Building Construction Contractor in any Government, Semi-Government & Autonomous body which is renewed upto 30th June 2016 and up to date A,B,C class license from electric licensing board.",398,cert_other,no,57000000.00;57000000.00,Tk. 570 lacs | 570 lacs, | ,lacs,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
1111428,1,Tender Notice_PDFs/CDA_Tender_1111428.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years.,119,experience_general,no,,,,,,,5,,
1111428,2,Tender Notice_PDFs/CDA_Tender_1111428.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Building Construction successfully completed within the last 3 (Three) years in each with a value of at least Tk.90 (Ninety) Lacs.",266,experience_similar;experience_count;geographic,no,9000000.00;9000000.00,Tk.90 (Ninety) Lacs | 90 (Ninety) Lacs,Ninety | Ninety,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,1,
1111428,3,Tender Notice_PDFs/CDA_Tender_1111428.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 3 (Three) Crore over the last 5 (Five) years.,123,financial_turnover,no,30000000.00;30000000.00,Tk 3 (Three) Crore | 3 (Three) Crore,Three | Three,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1111428,4,Tender Notice_PDFs/CDA_Tender_1111428.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk 50 (Fifty) Lac.,121,financial_liquid;financial_credit,no,5000000.00;5000000.00,Tk 50 (Fifty) Lac | 50 (Fifty) Lac,Fifty | Fifty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
1111428,5,Tender Notice_PDFs/CDA_Tender_1111428.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
1111428,6,Tender Notice_PDFs/CDA_Tender_1111428.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, Fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of tender Secuirity and action againist tender under reguler of PPA 2008",217,other,no,,,,,,,,,
1111428,7,Tender Notice_PDFs/CDA_Tender_1111428.pdf,1,eligibility,Eligibility of Tenderer,"7. If Quated Rate is found more thane 10% above or below Estimated cost, Tender will be Non-Responsive",102,price_band,no,,,,,,,,,10
1115432,1,Tender Notice_PDFs/CDA_Tender_1115432.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years.,119,experience_general,no,,,,,,,5,,
1115432,2,Tender Notice_PDFs/CDA_Tender_1115432.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Building Construction successfully completed within the last 3 (Three) years in each with a value of at least Tk.90 (Ninety) Lacs.",266,experience_similar;experience_count;geographic,no,9000000.00;9000000.00,Tk.90 (Ninety) Lacs | 90 (Ninety) Lacs,Ninety | Ninety,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,1,
1115432,3,Tender Notice_PDFs/CDA_Tender_1115432.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 3 (Three) Crore over the last 5 (Five) years.,123,financial_turnover,no,30000000.00;30000000.00,Tk 3 (Three) Crore | 3 (Three) Crore,Three | Three,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
1115432,4,Tender Notice_PDFs/CDA_Tender_1115432.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk 50 (Fifty) Lac.,121,financial_liquid;financial_credit,no,5000000.00;5000000.00,Tk 50 (Fifty) Lac | 50 (Fifty) Lac,Fifty | Fifty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
1115432,5,Tender Notice_PDFs/CDA_Tender_1115432.pdf,1,eligibility,Eligibility of Tenderer,5. Tender Document containing insufficient / incomplete information will be rejected.,85,other,no,,,,,,,,,
1115432,6,Tender Notice_PDFs/CDA_Tender_1115432.pdf,1,eligibility,Eligibility of Tenderer,"6. Furnishing of any false, Fake & forged document or information by a tender shall result in rejection of his tender and may lead to forfeiture of tender Secuirity and action againist tender under reguler of PPA 2008",217,other,no,,,,,,,,,
1115432,7,Tender Notice_PDFs/CDA_Tender_1115432.pdf,1,eligibility,Eligibility of Tenderer,"7. If Quated Rate is found more thane 10% above or below Estimated cost, Tender will be Non-Responsive",102,price_band,no,,,,,,,,,10
1123107,1,Tender Notice_PDFs/CDA_Tender_1123107.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of general experience of the Tenderer in the construction works shall be 5 (Five) years.,119,experience_general,no,,,,,,,5,,
1123107,2,Tender Notice_PDFs/CDA_Tender_1123107.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience in Similar works of at least 1(One) contract(s) of Public (Government, Semi Government & Autonomous) Building Construction, Maintenance work successfully completed within the last 3 (Three) years in each with a value of at least Tk.25 (Twenty Five) Lacs.",289,experience_similar;experience_count;geographic,no,2500000.00;2500000.00,Tk.25 (Twenty Five) Lacs | 25 (Twenty Five) Lacs,Twenty Five | Twenty Five,lacs,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,3,1,
1123107,3,Tender Notice_PDFs/CDA_Tender_1123107.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk 1.5 (One Crore Fifty Lacs) Crore over the last 5 (Five) years.,140,financial_turnover,no,15000000.00;15000000.00,Tk 1.5 (One Crore Fifty Lacs) Crore | 1.5 (One Crore Fifty Lacs) Crore,One Crore Fifty Lacs | One Crore Fifty Lacs,crore,the words state the same total the scale word produces | the words state the same total the scale word produces,,5,,
1123107,4,Tender Notice_PDFs/CDA_Tender_1123107.pdf,1,eligibility,Eligibility of Tenderer,4. The minimum amount of liquid assets i.e. working capital or credit line(s) of the Tenderer shall be Tk 20 (Twenty) Lac.,122,financial_liquid;financial_credit,no,2000000.00;2000000.00,Tk 20 (Twenty) Lac | 20 (Twenty) Lac,Twenty | Twenty,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
